ROWID,fir_number,brief_facts,crime_category,date_reported,district,police_station,status,latitude,longitude,gravity,crime_major_head,crime_minor_head,court_name,incident_from_date,incident_to_date,info_received_date
267,YSHW-0013/2024,"The complainant reported that on 26/10/2024 around 3:00 PM, while waiting near the market road in Yeshwanthpur, the accused passed lewd remarks and attempted to grab her hand despite her protests. Onlookers intervened and the accused fled towards Whitefield.",FIR,2024-10-28,Bengaluru City,Yeshwanthpur PS,Charge Sheeted,12.929893,77.550001,Non-Heinous,Crimes Against Women,Harassment,Bengaluru City District Court,2024-10-26 15:44:00,2024-10-26 16:20:00,2024-10-28 00:58:13
268,JYNG-0025/2024,"The complainant reported that when the family returned to their house in Jayanagar on 26/10/2024, the main door latch was found broken and gold jewellery, a laptop and cash amounting to Rs. 96,000 were missing. Entry appears to have been made around 1:45 AM through the terrace door.",FIR,2024-10-26,Bengaluru City,Jayanagar PS,Charge Sheeted,12.914944,77.558486,Non-Heinous,Property Crimes,House Burglary,Bengaluru City District Court,2024-10-26 01:51:00,2024-10-26 02:11:00,2024-10-26 20:14:02
269,KYTH-0002/2024,"Following a dispute during a local procession on 26/10/2024 around 8:45 PM, members of two communities gathered at Kyathsandra armed with sticks and stones and indulged in rioting, injuring 6 persons including a police constable. Prohibitory orders were promulgated.",Zero FIR,2024-10-28,Tumakuru,Kyathsandra PS,Under Investigation,13.398413,77.07547,Non-Heinous,Public Order,Rioting,Tumakuru District Court,2024-10-26 20:41:00,2024-10-26 21:16:00,2024-10-27 04:50:10
270,ANTH-0002/2024,"On 26/10/2024 around 7:45 AM, an elderly woman on her morning walk near the college gate, Antharasanahalli was targeted by a chain snatcher on a blue Activa scooter who fled towards the Tumakuru Town ring road with her gold chain worth Rs. 42,000. Two similar incidents were reported in the same beat during the fortnight.",FIR,2024-10-26,Tumakuru,Antharasanahalli PS,Charge Sheeted,13.391299,77.144813,Non-Heinous,Property Crimes,Chain Snatching,Tumakuru District Court,2024-10-26 07:20:00,2024-10-26 10:12:00,2024-10-26 13:51:28
271,WHTF-0018/2024,"The complainant reported that on 26/10/2024 around 8:30 AM, while waiting near the college gate in Whitefield, the accused passed lewd remarks and attempted to grab her hand despite her protests. Onlookers intervened and the accused fled towards Indiranagar.",FIR,2024-10-28,Bengaluru City,Whitefield PS,Under Investigation,13.020306,77.617999,Non-Heinous,Crimes Against Women,Harassment,Bengaluru City District Court,2024-10-26 08:33:00,2024-10-26 12:14:00,2024-10-28 07:58:53
272,JYNG-0026/2024,"On 27/10/2024 around 10:15 AM, following a dispute over parking near the metro station in Jayanagar, the accused abused the complainant in filthy language and assaulted him with fists and a wooden stick, causing injuries to his head and arm. The injured was shifted to the government hospital.",FIR,2024-10-29,Bengaluru City,Jayanagar PS,Charge Sheeted,12.964255,77.524713,Non-Heinous,Crimes Against Body,Assault,Bengaluru City District Court,2024-10-27 10:30:00,2024-10-27 12:56:00,2024-10-29 09:09:52
273,ULLL-0005/2024,"On 28/10/2024 around 2:45 PM, about 67 persons assembled unlawfully near the college gate in Ullal in violation of prohibitory orders, blocking the highway and raising slogans over a civic issue. The assembly was dispersed and ringleaders were identified from video footage.",FIR,2024-10-29,Mangaluru,Ullal PS,Charge Sheeted,12.964765,74.834057,Non-Heinous,Public Order,Unlawful Assembly,Mangaluru District Court,2024-10-28 14:25:00,2024-10-28 15:57:00,2024-10-29 23:14:05
274,ADRS-0006/2024,"The complainant reported that on 28/10/2024 around 10:15 AM his neighbour in Adarsh Nagar, along with two associates, assaulted him over a long-standing civil dispute regarding a shared compound wall. He sustained a fracture to his left hand and has submitted a wound certificate.",FIR,2024-10-30,Vijayapura,Adarsh Nagar PS,Charge Sheeted,16.79194,75.644889,Non-Heinous,Crimes Against Body,Assault,Vijayapura District Court,2024-10-28 10:50:00,2024-10-28 14:23:00,2024-10-30 04:00:42
275,BRHM-0007/2024,"On 29/10/2024, the complainant found that a loan of Rs. 211,000 had been availed in his name using forged Aadhaar and PAN details. He resides in Brahmpur and has never applied for the said loan. The NBFC records show an unknown address in MSK Mill.",FIR,2024-10-29,Kalaburagi,Brahmpur PS,Closed,17.378523,76.811919,Non-Heinous,Cyber Crimes,Identity Theft,Kalaburagi District Court,2024-10-29 13:39:00,2024-10-29 16:30:00,2024-10-29 22:02:42
276,CBBN-0016/2024,"On 29/10/2024 around 10:30 AM, the complainant was walking near the bus stop in Cubbon Park when two unidentified men on a black Apache motorcycle approached from behind and snatched her gold chain of 29 grams worth Rs. 178,000. The riders sped away towards Whitefield before anyone could note the registration number.",FIR,2024-10-30,Bengaluru City,Cubbon Park PS,Charge Sheeted,12.964129,77.564004,Non-Heinous,Property Crimes,Chain Snatching,Bengaluru City District Court,2024-10-29 10:05:00,2024-10-29 13:47:00,2024-10-30 01:04:55
277,LSHK-0006/2024,"The complainant, married for 11 years and residing at Lashkar, reported that her husband and in-laws subjected her to physical and mental cruelty demanding additional dowry of Rs. 581,000. On 30/10/2024 around 11:00 AM she was assaulted and driven out of the matrimonial home.",FIR,2024-11-01,Mysuru,Lashkar PS,Under Investigation,12.325025,76.656402,Non-Heinous,Crimes Against Women,Domestic Cruelty,Mysuru District Court,2024-10-30 11:13:00,2024-10-30 13:46:00,2024-11-01 10:15:43
278,TMKR-0004/2024,"On 31/10/2024 around 9:15 AM, the complainant was walking near the main road junction in Tumakuru Town when two unidentified men on a grey KTM motorcycle approached from behind and snatched her gold chain of 43 grams worth Rs. 156,000. The riders sped away towards Kyathsandra before anyone could note the registration number.",FIR,2024-10-31,Tumakuru,Tumakuru Town PS,Under Investigation,13.315973,77.184939,Non-Heinous,Property Crimes,Chain Snatching,Tumakuru District Court,2024-10-31 09:32:00,2024-10-31 11:58:00,2024-10-31 11:56:35
279,WHTF-0019/2024,"The complainant reported that on 31/10/2024 around 2:45 PM, while waiting near the market road in Whitefield, the accused passed lewd remarks and attempted to grab her hand despite her protests. Onlookers intervened and the accused fled towards Yeshwanthpur.",FIR,2024-11-01,Bengaluru City,Whitefield PS,Charge Sheeted,12.996761,77.607433,Non-Heinous,Crimes Against Women,Harassment,Bengaluru City District Court,2024-10-31 14:57:00,2024-10-31 16:13:00,2024-11-01 19:33:29
280,GKLR-0007/2024,"Between the night of 31/10/2024 and the following morning, burglars gained entry into a locked house at Gokul Road by cutting the window grill and decamped with valuables worth Rs. 150,000. Fingerprints were lifted from the almirah and a dog squad was pressed into service.",FIR,2024-11-02,Hubballi-Dharwad,Gokul Road PS,Closed,15.391778,75.107517,Non-Heinous,Property Crimes,House Burglary,Hubballi-Dharwad District Court,2024-10-31 23:47:00,2024-11-01 03:41:00,2024-11-02 07:31:29
281,KVMP-0007/2024,"The complainant stated that on 01/11/2024 around 1:15 PM, two persons on a black Pulsar motorcycle intercepted him near Kuvempunagar and one of them stabbed him in the abdomen intending to kill him over a money-lending dispute. Doctors have opined the injury as grievous and life-threatening.",FIR,2024-11-05,Mysuru,Kuvempunagar PS,Charge Sheeted,12.255812,76.588546,Heinous,Crimes Against Body,Attempt to Murder,Mysuru District Court,2024-11-01 13:04:00,2024-11-01 16:00:00,2024-11-03 09:13:09
282,KTJN-0003/2024,"The complainant of KTJ Nagar reported that the accused has been following her daily from her office to her residence since the past month, waiting near the market road around 9:30 AM and repeatedly calling from different numbers. On 01/11/2024 he threatened her when she confronted him.",Zero FIR,2024-11-04,Davanagere,KTJ Nagar PS,Under Investigation,14.44789,75.87163,Non-Heinous,Crimes Against Women,Stalking,Davanagere District Court,2024-11-01 09:50:00,2024-11-01 11:00:00,2024-11-02 23:18:14
283,KNKP-0003/2024,"The complainant reported that on 02/11/2024 around 7:45 PM his neighbour in Kanakapura Road, along with two associates, assaulted him over a long-standing civil dispute regarding a shared compound wall. He sustained a fracture to his left hand and has submitted a wound certificate.",UDR,2024-11-05,Ramanagara,Kanakapura Road PS,Closed,12.769608,77.340687,Non-Heinous,Crimes Against Body,Assault,Ramanagara District Court,2024-11-02 19:12:00,2024-11-02 19:23:00,2024-11-03 00:41:56
284,DDDP-0006/2024,"The complainant of Doddapete reported that the accused took an advance of Rs. 637,000 on 02/11/2024 promising to supply construction material, but neither supplied the goods nor returned the amount and is now evading calls. The accused issued a cheque which was dishonoured.",Zero FIR,2024-11-05,Shivamogga,Doddapete PS,Charge Sheeted,13.904323,75.563656,Non-Heinous,Economic Offences,Cheating,Shivamogga District Court,2024-11-02 12:09:00,2024-11-02 12:11:00,2024-11-03 18:34:08
285,PNSN-0003/2024,"The complainant of Pension Mohalla reported on 02/11/2024 that an unknown person obtained a duplicate SIM of his mobile number and operated his bank and UPI accounts, transferring Rs. 93,000. His identity documents appear to have been misused for the SIM swap.",FIR,2024-11-05,Hassan,Pension Mohalla PS,Closed,13.020509,76.115561,Non-Heinous,Cyber Crimes,Identity Theft,Hassan District Court,2024-11-02 23:33:00,2024-11-03 02:50:00,2024-11-04 05:31:40
286,DVRJ-0007/2024,"The complainant, married for 3 years and residing at Devaraja, reported that her husband and in-laws subjected her to physical and mental cruelty demanding additional dowry of Rs. 491,000. On 03/11/2024 around 7:15 PM she was assaulted and driven out of the matrimonial home.",FIR,2024-11-05,Mysuru,Devaraja PS,Charge Sheeted,12.256699,76.602544,Non-Heinous,Crimes Against Women,Domestic Cruelty,Mysuru District Court,2024-11-03 19:28:00,2024-11-03 19:48:00,2024-11-05 06:26:44
287,WHTF-0020/2024,"On 03/11/2024, the complainant reported that morphed photographs of her were being circulated on social media by an account demanding money to take them down. She resides in Whitefield and suspects a former colleague. Preservation requests have been sent to the platform.",FIR,2024-11-04,Bengaluru City,Whitefield PS,Charge Sheeted,12.971662,77.567977,Non-Heinous,Cyber Crimes,Social Media Harassment,Bengaluru City District Court,2024-11-03 20:34:00,2024-11-03 23:33:00,2024-11-04 14:17:45
288,YSHW-0014/2024,"Acting on a tip-off, a raid was conducted on 03/11/2024 around 3:15 PM at a rented room in Yeshwanthpur where 5 kg of ganja packed in small pouches was recovered along with cash of Rs. 86,000. The accused was peddling near the Cubbon Park college campus.",FIR,2024-11-05,Bengaluru City,Yeshwanthpur PS,Closed,12.91566,77.560596,Non-Heinous,Narcotics,Ganja Possession,Bengaluru City District Court,2024-11-03 15:09:00,2024-11-03 15:39:00,2024-11-05 08:49:35
289,GNDH-0002/2024,"Between the night of 04/11/2024 and the following morning, burglars gained entry into a locked house at Gandhi Chowk by cutting the window grill and decamped with valuables worth Rs. 188,000. Fingerprints were lifted from the almirah and a dog squad was pressed into service.",FIR,2024-11-07,Vijayapura,Gandhi Chowk PS,Closed,16.837471,75.742123,Non-Heinous,Property Crimes,House Burglary,Vijayapura District Court,2024-11-04 17:50:00,2024-11-04 19:26:00,2024-11-05 06:41:49
290,BTHR-0003/2024,"The complainant reported theft of his black Pulsar motorcycle from the paid parking lot near the Bethur Road railway station on 04/11/2024 around 3:00 AM. The parking attendant noticed nothing unusual. The vehicle was purchased six months ago for Rs. 72,000.",FIR,2024-11-06,Davanagere,Bethur Road PS,Under Investigation,14.466527,75.875798,Non-Heinous,Property Crimes,Vehicle Theft,Davanagere District Court,2024-11-04 03:00:00,2024-11-04 05:53:00,2024-11-05 18:08:10
291,JYNG-0027/2024,"The complainant reported that on 05/11/2024 around 6:45 PM his neighbour in Jayanagar, along with two associates, assaulted him over a long-standing civil dispute regarding a shared compound wall. He sustained a fracture to his left hand and has submitted a wound certificate.",FIR,2024-11-06,Bengaluru City,Jayanagar PS,Charge Sheeted,12.946958,77.550215,Non-Heinous,Crimes Against Body,Assault,Bengaluru City District Court,2024-11-05 18:29:00,2024-11-05 19:15:00,2024-11-06 15:48:13
292,MNPL-0002/2024,"The complainant reported theft of his grey KTM motorcycle from the paid parking lot near the Manipal railway station on 05/11/2024 around 12:45 PM. The parking attendant noticed nothing unusual. The vehicle was purchased six months ago for Rs. 78,000.",FIR,2024-11-06,Udupi,Manipal PS,Charge Sheeted,13.386453,74.739326,Non-Heinous,Property Crimes,Vehicle Theft,Udupi District Court,2024-11-05 12:48:00,2024-11-05 16:31:00,2024-11-06 06:16:50
293,GNDH-0003/2024,"The complainant of Gandhi Chowk reported that the accused has been following her daily from her office to her residence since the past month, waiting near the vegetable market around 8:00 AM and repeatedly calling from different numbers. On 06/11/2024 he threatened her when she confronted him.",FIR,2024-11-08,Vijayapura,Gandhi Chowk PS,Charge Sheeted,16.837395,75.751064,Non-Heinous,Crimes Against Women,Stalking,Vijayapura District Court,2024-11-06 08:58:00,2024-11-06 10:08:00,2024-11-08 00:06:12
294,MSKM-0004/2024,"On 06/11/2024 around 11:30 AM, three unknown persons armed with knives waylaid the complainant near the temple street in MSK Mill and robbed him of cash Rs. 69,000, a gold ring and his mobile phone. The accused threatened him with dire consequences before escaping on a grey KTM motorcycle.",FIR,2024-11-07,Kalaburagi,MSK Mill PS,Under Investigation,17.369253,76.805057,Non-Heinous,Property Crimes,Robbery,Kalaburagi District Court,2024-11-06 11:53:00,2024-11-06 11:58:00,2024-11-07 08:57:28
295,CBBN-0017/2024,"On 06/11/2024, the complainant, employed at a private firm in Cubbon Park, reported persistent harassment by a co-worker who follows her around 1:15 PM and makes unwelcome advances despite repeated warnings from the management.",FIR,2024-11-08,Bengaluru City,Cubbon Park PS,Under Investigation,12.998484,77.551402,Non-Heinous,Crimes Against Women,Harassment,Bengaluru City District Court,2024-11-06 13:56:00,2024-11-06 14:03:00,2024-11-08 05:24:38
296,INDR-0008/2024,"On 07/11/2024 around 7:00 PM, on credible information, the police intercepted a person near the vegetable market in Indiranagar and on search found 8 kg of ganja concealed in a gunny bag intended for sale to local youth. The contraband was seized under a mahazar and the accused was arrested on the spot.",FIR,2024-11-10,Bengaluru City,Indiranagar PS,Charge Sheeted,12.935266,77.609033,Non-Heinous,Narcotics,Ganja Possession,Bengaluru City District Court,2024-11-07 19:09:00,2024-11-07 20:57:00,2024-11-09 01:15:27
